   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time, bubble_sort_cmp, bubble_sort_swaps, bubble_sort_time, heap_sort_cmp, heap_sort_swaps, heap_sort_time
  59,            78,              21,              0,       180,           0,          0,            1711,                 0,                0,           535,               0,           1013
  60,            79,              21,              0,       184,           0,          0,            1770,                 0,                0,           547,               0,           1004
  61,            80,              21,              0,       187,           0,          0,            1830,                 0,                0,           560,               0,            999
  62,            81,              21,              0,       194,           0,          0,            1891,                 0,              980,           570,               0,            989
  63,            82,              21,              0,       198,           0,          0,            1953,                 0,                0,           582,               0,           1000
  64,            84,              22,              0,       202,           0,          0,            2016,                 0,                0,           592,               0,            998
  65,            85,              22,              0,       204,           0,          0,            2080,                 0,             1000,           606,               0,              0
  66,            86,              22,              0,       205,           0,          0,            2145,                 0,              999,           621,               0,              0
  67,            87,              22,              0,       209,           0,          0,            2211,                 0,             1000,           635,               0,              0
  68,            89,              23,              0,       214,           0,       1002,            2278,                 0,                0,           649,               0,            997
  69,            92,              25,              0,       216,           0,          0,            2346,                 0,                0,           664,               0,              0
  70,            96,              28,              0,       219,           0,          0,            2415,                 0,             1000,           676,               0,              0
  71,           100,              31,              0,       220,           0,          0,            2485,                 0,             1000,           690,               0,           1001
  72,           101,              31,              0,       230,           0,          0,            2556,                 0,              998,           703,               0,              0
  73,           102,              31,              0,       230,           0,          0,            2628,                 0,             1000,           717,               0,              0
  74,           103,              31,              0,       237,           0,        999,            2701,                 0,             1014,           732,               0,            998
  75,           104,              31,              0,       240,           0,          0,            2775,                 0,             1013,           743,               0,              0
  76,           105,              31,              0,       239,           0,          0,            2850,                 0,             1004,           758,               0,           1000
  77,           106,              31,              0,       245,           0,          0,            2926,                 0,              999,           771,               0,              0
  78,           108,              32,              0,       250,           0,          0,            3003,                 0,              999,           784,               0,           1000
  79,           111,              34,              0,       254,           0,          0,            3081,                 0,              999,           800,               0,              0
  80,           112,              34,              0,       262,           0,          0,            3160,                 0,              999,           814,               0,            999
  81,           113,              34,              0,       262,           0,          0,            3240,                 0,             1242,           826,               0,              0
  82,           114,              34,              0,       263,           0,          0,            3321,                 0,              994,           838,               0,              0
  83,           116,              35,              0,       271,           0,          0,            3403,                 0,             1000,           856,               0,            996
  84,           117,              35,              0,       270,           0,          0,            3486,                 0,             1000,           867,               0,            999
  85,           120,              37,              0,       274,           0,          0,            3570,                 0,             1018,           881,               0,              0
  86,           124,              40,              0,       280,           0,          0,            3655,                 0,             1000,           894,               0,              0
  87,           125,              40,              0,       285,           0,        999,            3741,                 0,              999,           908,               0,              0
  88,           126,              40,              0,       291,           0,          0,            3828,                 0,             1000,           920,               0,            999
  89,           127,              40,              0,       294,           0,          0,            3916,                 0,             1000,           932,               0,            999
  90,           128,              40,              0,       302,           0,          0,            4005,                 0,             1000,           947,               0,           1008
  91,           130,              41,              0,       304,           0,          0,            4095,                 0,              964,           963,               0,           1011
  92,           131,              41,              0,       307,           0,          0,            4186,                 0,              997,           975,               0,           1013
  93,           132,              41,              0,       310,           0,          0,            4278,                 0,             1004,           990,               0,            999
  94,           133,              41,              0,       314,           0,          0,            4371,                 0,             1999,          1003,               0,              0
  95,           134,              41,              0,       320,           0,          0,            4465,                 0,             2000,          1019,               0,              0
  96,           135,              41,              0,       326,           0,        999,            4560,                 0,             1000,          1029,               0,              0
  97,           139,              44,            999,       329,           0,          0,            4656,                 0,              999,          1039,               0,            999
  98,           144,              48,              0,       333,           0,          0,            4753,                 0,             1000,          1053,               0,              0
  99,           145,              48,              0,       340,           0,          0,            4851,                 0,             1992,          1073,               0,            999
 100,           146,              48,              0,       343,           0,          0,            4950,                 0,             2012,          1084,               0,              0
 101,           147,              48,              0,       346,           0,          0,            5050,                 0,             1000,          1101,               0,           1031
 102,           148,              48,              0,       349,           0,          0,            5151,                 0,             1000,          1116,               0,              0
 103,           149,              48,              0,       354,           0,          0,            5253,                 0,             1999,          1127,               0,            999
 104,           150,              48,              0,       357,           0,          0,            5356,                 0,             1000,          1141,               0,              0
 105,           151,              48,              0,       359,           0,        991,            5460,                 0,              997,          1155,               0,            998
 106,           152,              48,              0,       364,           0,          0,            5565,                 0,             2012,          1166,               0,            999
 107,           154,              49,              0,       366,           0,          0,            5671,                 0,             1534,          1182,               0,           1032
 108,           156,              50,              0,       380,           0,          0,            5778,                 0,             2000,          1194,               0,              0
 109,           160,              53,              0,       381,           0,          0,            5886,                 0,             1999,          1208,               0,              0
 110,           163,              55,              0,       388,           0,       1000,            5995,                 0,              999,          1220,               0,           1000
 111,           164,              55,              0,       391,           0,        988,            6105,                 0,             1999,          1234,               0,              0
 112,           165,              55,              0,       389,           0,          0,            6216,                 0,             2012,          1247,               0,              0
 113,           167,              56,              0,       391,           0,        999,            6328,                 0,             1004,          1263,               0,            995
 114,           169,              57,              0,       397,           0,          0,            6441,                 0,             2004,          1275,               0,           1000
 115,           173,              60,              0,       400,           0,          0,            6555,                 0,             1999,          1288,               0,           1000
 116,           174,              60,              0,       421,           0,          0,            6670,                 0,             1999,          1303,               0,            989
 117,           175,              60,              0,       420,           0,        993,            6786,                 0,             1999,          1316,               0,              0
 118,           176,              60,              0,       422,           0,          0,            6903,                 0,             2049,          1328,               0,              0
 119,           179,              62,              0,       425,           0,          0,            7021,                 0,             1999,          1342,               0,            995
 120,           180,              62,              0,       437,           0,          0,            7140,                 0,             2004,          1354,               0,           1000
 121,           181,              62,              0,       438,           0,          0,            7260,                 0,             3000,          1369,               0,              0
 122,           182,              62,              0,       442,           0,          0,            7381,                 0,             1992,          1384,               0,              0
 123,           183,              62,              0,       447,           0,       1529,            7503,                 0,             2038,          1396,               0,              0
 124,           184,              62,            999,       455,           0,          0,            7626,                 0,             1999,          1406,               0,            999
 125,           185,              62,              0,       457,           0,          0,            7750,                 0,             2000,          1420,               0,            999
 126,           186,              62,              0,       464,           0,          0,            7875,                 0,             1981,          1432,               0,            997
 127,           187,              62,              0,       470,           0,          0,            8001,                 0,             3015,          1450,               0,              0
 128,           188,              62,           1004,       477,           0,          0,            8128,                 0,             2000,          1459,               0,           1000
 129,           191,              64,              0,       479,           0,          0,            8256,                 0,             1999,          1474,               0,            995
 130,           192,              64,              0,       478,           0,          0,            8385,                 0,             3004,          1490,               0,              0
 131,           193,              64,              0,       483,           0,          0,            8515,                 0,             1999,          1511,               0,           1000
 132,           194,              64,              0,       485,           0,        999,            8646,                 0,             2017,          1526,               0,            999
 133,           196,              65,              0,       489,           0,          0,            8778,                 0,             2000,          1539,               0,            999
 134,           197,              65,              0,       494,           0,          0,            8911,                 0,             2999,          1553,               0,           1000
 135,           198,              65,              0,       494,           0,          0,            9045,                 0,             3095,          1570,               0,            879
 136,           199,              65,              0,       500,           0,          0,            9180,                 0,             3020,          1587,               0,           1004
 137,           200,              65,              0,       503,           0,          0,            9316,                 0,             3000,          1601,               0,           1000
 138,           201,              65,              0,       505,           0,          0,            9453,                 0,             2999,          1621,               0,           1000
 139,           202,              65,              0,       512,           0,          0,            9591,                 0,             1995,          1637,               0,            994
 140,           203,              65,              0,       510,           0,        994,            9730,                 0,             2010,          1649,               0,           1004
 141,           204,              65,              0,       514,           0,          0,            9870,                 0,             3000,          1665,               0,            999
 142,           205,              65,              0,       517,           0,          0,           10011,                 0,             3000,          1680,               0,            982
 143,           208,              67,              0,       523,           0,          0,           10153,                 0,             3272,          1695,               0,            734
 144,           209,              67,              0,       535,           0,          0,           10296,                 0,             3016,          1710,               0,            999
 145,           210,              67,              0,       536,           0,          0,           10440,                 0,             3000,          1728,               0,           1041
 146,           212,              68,              0,       535,           0,        940,           10585,                 0,             2999,          1742,               0,           1013
 147,           213,              68,              0,       539,           0,          0,           10731,                 0,             2985,          1760,               0,           1003
 148,           214,              68,              0,       547,           0,        998,           10878,                 0,             2993,          1772,               0,           1006
 149,           215,              68,              0,       552,           0,          0,           11026,                 0,             3017,          1785,               0,            974
 150,           217,              69,              0,       554,           0,          0,           11175,                 0,             3390,          1803,               0,            948
 151,           219,              70,              0,       555,           0,          0,           11325,                 0,             3261,          1822,               0,            534
 152,           220,              70,            519,       559,           0,          0,           11476,                 0,             3099,          1837,               0,            999
 153,           221,              70,              0,       561,           0,          0,           11628,                 0,             3002,          1852,               0,            999
 154,           222,              70,              0,       569,           0,          0,           11781,                 0,             3988,          1869,               0,            999
 155,           223,              70,              0,       576,           0,          0,           11935,                 0,             4015,          1882,               0,            999
 156,           224,              70,              0,       582,           0,          0,           12090,                 0,             2982,          1900,               0,           1017
 157,           225,              70,              0,       589,           0,          0,           12246,                 0,             3578,          1917,               0,              0
 158,           226,              70,              0,       585,           0,          0,           12403,                 0,             4011,          1930,               0,           1004
 159,           228,              71,              0,       594,           0,          0,           12561,                 0,             4000,          1943,               0,            995
 160,           229,              71,            999,       604,           0,          0,           12720,                 0,             5986,          1961,               0,           1013
 161,           230,              71,              0,       606,           0,          0,           12880,                 0,             4004,          1979,               0,            999
 162,           232,              72,              0,       603,           0,       1000,           13041,                 0,             3000,          1993,               0,           1000
 163,           233,              72,              0,       611,           0,          0,           13203,                 0,             3985,          2007,               0,            996
 164,           234,              72,              0,       616,           0,          0,           13366,                 0,             4017,          2025,               0,            999
 165,           236,              73,              0,       618,           0,          0,           13530,                 0,             3999,          2039,               0,            999
 166,           239,              75,              0,       623,           0,          0,           13695,                 0,             3990,          2052,               0,            995
 167,           243,              78,              0,       630,           0,        995,           13861,                 0,             4018,          2067,               0,           1003
 168,           248,              82,              0,       629,           0,          0,           14028,                 0,             3996,          2082,               0,            999
 169,           249,              82,           1000,       636,           0,          0,           14196,                 0,             3978,          2101,               0,           1005
 170,           250,              82,              0,       641,           0,        998,           14365,                 0,             5629,          2115,               0,           1017
 171,           251,              82,              0,       641,           0,          0,           14535,                 0,             4036,          2130,               0,           1000
 172,           252,              82,              0,       648,           0,          0,           14706,                 0,             4999,          2145,               0,           1000
 173,           253,              82,            998,       649,           0,          0,           14878,                 0,             4537,          2163,               0,            986
 174,           254,              82,              0,       656,           0,       1013,           15051,                 0,             3000,          2177,               0,            406
 175,           256,              83,              0,       665,           0,          0,           15225,                 0,             5007,          2192,               0,           2012
 176,           257,              83,              0,       668,           0,          0,           15400,                 0,             5997,          2208,               0,           1984
 177,           258,              83,              0,       671,           0,       1018,           15576,                 0,             4993,          2220,               0,            998
 178,           260,              84,              0,       677,           0,          0,           15753,                 0,             5023,          2236,               0,            999
 179,           261,              84,              0,       682,           0,        999,           15931,                 0,             4523,          2252,               0,           1013
 180,           262,              84,              0,       691,           0,       1000,           16110,                 0,             3999,          2269,               0,           1000
 181,           263,              84,              0,       698,           0,          0,           16290,                 0,             4989,          2285,               0,            999
 182,           264,              84,              0,       699,           0,        997,           16471,                 0,             4013,          2298,               0,           1000
 183,           265,              84,              0,       700,           0,          0,           16653,                 0,             5000,          2313,               0,            999
 184,           267,              85,              0,       706,           0,        999,           16836,                 0,             3986,          2329,               0,            999
 185,           269,              86,              0,       713,           0,          0,           17020,                 0,             5000,          2347,               0,           1999
 186,           272,              88,              0,       713,           0,          0,           17205,                 0,             4987,          2360,               0,           1001
 187,           274,              89,              0,       720,           0,          0,           17391,                 0,             5013,          2380,               0,            999
 188,           275,              89,           1000,       731,           0,          0,           17578,                 0,             4999,          2393,               0,           1000
 189,           276,              89,              0,       734,           0,          0,           17766,                 0,             5013,          2410,               0,            999
 190,           277,              89,              0,       742,           0,          0,           17955,                 0,             4999,          2428,               0,           1031
 191,           279,              90,              0,       746,           0,          0,           18145,                 0,             4987,          2441,               0,            998
 192,           282,              92,            999,       750,           0,          0,           18336,                 0,             5013,          2454,               0,           1535
 193,           286,              95,              0,       751,           0,       1033,           18528,                 0,             5255,          2471,               0,            733
 194,           291,              99,              0,       758,           0,          0,           18721,                 0,             5016,          2487,               0,           2000
 195,           292,              99,              0,       766,           0,          0,           18915,                 0,             5999,          2503,               0,           1980
 196,           293,              99,              0,       765,           0,          0,           19110,                 0,             5022,          2515,               0,           1000
 197,           294,              99,              0,       769,           0,        999,           19306,                 0,             4986,          2533,               0,           2031
 198,           295,              99,              0,       778,           0,          0,           19503,                 0,             5986,          2546,               0,           1013
 199,           296,              99,              0,       783,           0,        999,           19701,                 0,             6540,          2565,               0,            997
 200,           297,              99,              0,       783,           0,       1013,           19900,                 0,             5004,          2580,               0,           2013
 201,           298,              99,              0,       784,           0,          0,           20100,                 0,             5986,          2589,               0,           2013
 202,           300,             100,              0,       795,           0,          0,           20301,                 0,             6141,          2607,               0,            999
 203,           301,             100,           1013,       803,           0,          0,           20503,                 0,             6000,          2625,               0,           1530
 204,           302,             100,              0,       799,           0,          0,           20706,                 0,             6023,          2640,               0,           2010
 205,           303,             100,              0,       803,           0,          0,           20910,                 0,             5999,          2656,               0,           2000
 206,           305,             101,              0,       806,           0,          0,           21115,                 0,             5980,          2672,               0,           2005
 207,           306,             101,              0,       818,           0,          0,           21321,                 0,             6000,          2689,               0,            999
 208,           309,             103,              0,       817,           0,        999,           21528,                 0,             5987,          2705,               0,           1012
 209,           310,             103,            986,       821,           0,          0,           21736,                 0,             6012,          2722,               0,           2000
 210,           311,             103,              0,       826,           0,        999,           21945,                 0,             6015,          2736,               0,           1004
 211,           312,             103,              0,       836,           0,          0,           22155,                 0,             6991,          2752,               0,            998
 212,           313,             103,           1511,       839,           0,          0,           22366,                 0,             7009,          2766,               0,            997
 213,           314,             103,              0,       842,           0,          0,           22578,                 0,             5997,          2781,               0,           2000
 214,           315,             103,              0,       846,           0,       1000,           22791,                 0,             6611,          2796,               0,           1029
 215,           316,             103,           1034,       849,           0,        535,           23005,                 0,             6247,          2815,               0,           1515
 216,           317,             103,              0,       858,           0,          0,           23220,                 0,             7009,          2825,               0,           2014
 217,           318,             103,              0,       860,           0,        999,           23436,                 0,             6989,          2840,               0,           1000
 218,           320,             104,              0,       872,           0,          0,           23653,                 0,             8011,          2857,               0,            999
 219,           321,             104,              0,       876,           0,        999,           23871,                 0,             6981,          2876,               0,           1019
 220,           322,             104,              0,       879,           0,          0,           24090,                 0,             7013,          2892,               0,           1000
 221,           323,             104,              0,       882,           0,          0,           24310,                 0,             6986,          2908,               0,           2013
 222,           326,             106,              0,       888,           0,          0,           24531,                 0,             7000,          2921,               0,           2000
 223,           327,             106,              0,       895,           0,          0,           24753,                 0,             6999,          2939,               0,           2000
 224,           328,             106,              0,       892,           0,        999,           24976,                 0,             7000,          2952,               0,           1000
 225,           330,             107,              0,       895,           0,       1262,           25200,                 0,             6737,          2966,               0,           1000
 226,           331,             107,              0,       906,           0,          0,           25425,                 0,             6980,          2985,               0,           2001
 227,           332,             107,              0,       907,           0,       1003,           25651,                 0,             7989,          3002,               0,           2010
 228,           333,             107,              0,       907,           0,       1014,           25878,                 0,             6984,          3016,               0,           1999
 229,           334,             107,              0,       911,           0,          0,           26106,                 0,             8013,          3035,               0,            987
 230,           336,             108,              0,       912,           0,       1350,           26335,                 0,             7655,          3047,               0,           1007
 231,           339,             110,            999,       925,           0,          0,           26565,                 0,             7977,          3064,               0,           1024
 232,           342,             112,            985,       943,           0,          0,           26796,                 0,             8013,          3078,               0,           1000
 233,           343,             112,            998,       949,           0,          0,           27028,                 0,             7986,          3095,               0,           1013
