  n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time, bubble_sort_cmp, bubble_sort_swaps, bubble_sort_time, heap_sort_cmp, heap_sort_swaps, heap_sort_time
 59,            83,              25,              0,       181,           0,          0,            1711,                 0,             1000,           535,               0,              0
 60,            85,              26,              0,       184,           0,          0,            1770,                 0,              981,           545,               0,              0
 61,            86,              26,              0,       190,           0,          0,            1830,                 0,             1012,           558,               0,              0
 62,            87,              26,              0,       196,           0,          0,            1891,                 0,             1005,           567,               0,              0
 63,            88,              26,              0,       203,           0,          0,            1953,                 0,             1002,           580,               0,              0
 64,            89,              26,              0,       205,           0,          0,            2016,                 0,              994,           590,               0,              0
 65,            90,              26,              0,       206,           0,        983,            2080,                 0,                0,           602,               0,           1001
 66,            91,              26,              0,       208,           0,          0,            2145,                 0,                0,           617,               0,              0
 67,            92,              26,              0,       207,           0,          0,            2211,                 0,              999,           635,               0,              0
 68,            94,              27,              0,       217,           0,          0,            2278,                 0,             1004,           647,               0,              0
 69,            97,              29,              0,       219,           0,          0,            2346,                 0,             1000,           662,               0,            999
 70,           100,              31,              0,       223,           0,          0,            2415,                 0,                0,           675,               0,            999
 71,           101,              31,              0,       224,           0,          0,            2485,                 0,             1000,           685,               0,              0
 72,           102,              31,              0,       231,           0,          0,            2556,                 0,              999,           696,               0,              0
 73,           104,              32,              0,       231,           0,       1003,            2628,                 0,                0,           712,               0,            979
 74,           106,              33,              0,       237,           0,          0,            2701,                 0,             1013,           725,               0,              0
 75,           107,              33,              0,       240,           0,          0,            2775,                 0,             1004,           738,               0,           1000
 76,           108,              33,              0,       244,           0,          0,            2850,                 0,              999,           752,               0,              0
 77,           109,              33,              0,       250,           0,          0,            2926,                 0,              990,           763,               0,              0
 78,           111,              34,              0,       250,           0,          0,            3003,                 0,              998,           779,               0,              0
 79,           112,              34,              0,       256,           0,          0,            3081,                 0,              999,           792,               0,            998
 80,           113,              34,              0,       262,           0,          0,            3160,                 0,             1013,           809,               0,              0
 81,           114,              34,              0,       263,           0,          0,            3240,                 0,             1004,           820,               0,            999
 82,           115,              34,              0,       265,           0,          0,            3321,                 0,             1000,           832,               0,              0
 83,           116,              34,              0,       271,           0,        999,            3403,                 0,             1982,           847,               0,              0
 84,           117,              34,              0,       272,           0,          0,            3486,                 0,             1004,           858,               0,              0
 85,           118,              34,              0,       276,           0,          0,            3570,                 0,             1000,           874,               0,            999
 86,           119,              34,              0,       278,           0,          0,            3655,                 0,              999,           887,               0,            992
 87,           120,              34,              0,       281,           0,          0,            3741,                 0,              992,           905,               0,           1001
 88,           121,              34,              0,       287,           0,          0,            3828,                 0,              996,           914,               0,              0
 89,           122,              34,              0,       290,           0,       1013,            3916,                 0,             1004,           927,               0,              0
 90,           124,              35,              0,       295,           0,        999,            4005,                 0,              982,           941,               0,              0
 91,           125,              35,              0,       298,           0,          0,            4095,                 0,             2002,           960,               0,              0
 92,           126,              35,              0,       305,           0,          0,            4186,                 0,              999,           973,               0,              0
 93,           128,              36,              0,       308,           0,       1000,            4278,                 0,              999,           989,               0,              0
 94,           129,              36,              0,       317,           0,          0,            4371,                 0,              991,          1000,               0,            991
 95,           130,              36,              0,       318,           0,          0,            4465,                 0,             1005,          1015,               0,            998
 96,           131,              36,              0,       327,           0,          0,            4560,                 0,             1013,          1030,               0,           1000
 97,           132,              36,              0,       329,           0,          0,            4656,                 0,             1999,          1045,               0,              0
 98,           134,              37,              0,       338,           0,          0,            4753,                 0,             1987,          1057,               0,              0
 99,           136,              38,            999,       342,           0,          0,            4851,                 0,             1013,          1072,               0,            999
100,           137,              38,              0,       335,           0,          0,            4950,                 0,             1000,          1086,               0,            999
